test string,iteration,timestamp,status code,response
hello%20world,54,1729647007.2307596,200,FAKE
hello%20world,55,1729647007.328588,200,FAKE
hello%20world,56,1729647007.424899,200,FAKE
hello%20world,57,1729647007.538241,200,FAKE
hello%20world,58,1729647007.607767,200,FAKE
hello%20world,59,1729647007.8174407,200,FAKE
hello%20world,60,1729647007.9044242,200,FAKE
hello%20world,61,1729647007.9966075,200,FAKE
hello%20world,62,1729647008.1060123,200,FAKE
hello%20world,63,1729647008.1884816,200,FAKE
hello%20world,64,1729647008.3144488,200,FAKE
hello%20world,65,1729647008.421567,200,FAKE
hello%20world,66,1729647008.5122046,200,FAKE
hello%20world,67,1729647008.5908844,200,FAKE
hello%20world,68,1729647008.7934544,200,FAKE
hello%20world,69,1729647008.9023283,200,FAKE
hello%20world,70,1729647009.01177,200,FAKE
hello%20world,71,1729647009.0901215,200,FAKE
hello%20world,72,1729647009.1993759,200,FAKE
hello%20world,73,1729647009.2982135,200,FAKE
hello%20world,74,1729647009.3732166,200,FAKE
hello%20world,75,1729647009.4602218,200,FAKE
hello%20world,76,1729647009.5422,200,FAKE
hello%20world,77,1729647009.6366477,200,FAKE
hello%20world,78,1729647009.7369332,200,FAKE
hello%20world,79,1729647009.8574197,200,FAKE
hello%20world,80,1729647009.9649518,200,FAKE
hello%20world,81,1729647010.0518343,200,FAKE
hello%20world,82,1729647010.1220152,200,FAKE
hello%20world,83,1729647010.2145858,200,FAKE
hello%20world,84,1729647010.3100498,200,FAKE
hello%20world,85,1729647010.454083,200,FAKE
hello%20world,86,1729647010.5616324,200,FAKE
hello%20world,87,1729647010.7304025,200,FAKE
hello%20world,88,1729647010.8783803,200,FAKE
hello%20world,89,1729647010.9658313,200,FAKE
hello%20world,90,1729647011.07447,200,FAKE
hello%20world,91,1729647011.1836553,200,FAKE
hello%20world,92,1729647011.2969213,200,FAKE
hello%20world,93,1729647011.402221,200,FAKE
hello%20world,94,1729647011.5036178,200,FAKE
hello%20world,95,1729647011.608237,200,FAKE
hello%20world,96,1729647011.7313948,200,FAKE
hello%20world,97,1729647011.8089252,200,FAKE
hello%20world,98,1729647011.9009566,200,FAKE
hello%20world,99,1729647011.981295,200,FAKE
this_is_awesome:),0,1729647026.7919745,200,FAKE
this_is_awesome:),1,1729647026.8886347,200,FAKE
this_is_awesome:),2,1729647026.9654074,200,FAKE
this_is_awesome:),3,1729647027.0739625,200,FAKE
this_is_awesome:),4,1729647027.1825888,200,FAKE
this_is_awesome:),5,1729647027.2779884,200,FAKE
this_is_awesome:),6,1729647027.3709118,200,FAKE
this_is_awesome:),7,1729647027.437363,200,FAKE
this_is_awesome:),8,1729647027.52928,200,FAKE
this_is_awesome:),9,1729647027.636455,200,FAKE
this_is_awesome:),10,1729647027.732895,200,FAKE
this_is_awesome:),11,1729647027.8296893,200,FAKE
this_is_awesome:),12,1729647027.9186537,200,FAKE
this_is_awesome:),13,1729647028.0344133,200,FAKE
this_is_awesome:),14,1729647028.1104019,200,FAKE
this_is_awesome:),15,1729647028.2015553,200,FAKE
this_is_awesome:),16,1729647028.28133,200,FAKE
this_is_awesome:),17,1729647028.3659806,200,FAKE
this_is_awesome:),18,1729647028.4799676,200,FAKE
this_is_awesome:),19,1729647028.5896525,200,FAKE
this_is_awesome:),20,1729647028.729695,200,FAKE
this_is_awesome:),21,1729647028.8277879,200,FAKE
this_is_awesome:),22,1729647028.918021,200,FAKE
this_is_awesome:),23,1729647029.0137613,200,FAKE
this_is_awesome:),24,1729647029.0913963,200,FAKE
this_is_awesome:),25,1729647029.1899998,200,FAKE
this_is_awesome:),26,1729647029.277508,200,FAKE
this_is_awesome:),27,1729647029.3560019,200,FAKE
this_is_awesome:),28,1729647029.4458294,200,FAKE
this_is_awesome:),29,1729647029.540726,200,FAKE
this_is_awesome:),30,1729647029.6104493,200,FAKE
this_is_awesome:),31,1729647029.7297583,200,FAKE
this_is_awesome:),32,1729647029.9020224,200,FAKE
this_is_awesome:),33,1729647030.0035584,200,FAKE
this_is_awesome:),34,1729647030.097008,200,FAKE
this_is_awesome:),35,1729647030.16852,200,FAKE
this_is_awesome:),36,1729647030.2670338,200,FAKE
this_is_awesome:),37,1729647030.3392816,200,FAKE
this_is_awesome:),38,1729647030.4398577,200,FAKE
this_is_awesome:),39,1729647030.5293894,200,FAKE
this_is_awesome:),40,1729647030.6211717,200,FAKE
this_is_awesome:),41,1729647030.7145476,200,FAKE
this_is_awesome:),42,1729647030.793391,200,FAKE
this_is_awesome:),43,1729647030.882067,200,FAKE
this_is_awesome:),44,1729647030.9506202,200,FAKE
this_is_awesome:),45,1729647031.0447748,200,FAKE
this_is_awesome:),46,1729647031.1204917,200,FAKE
this_is_awesome:),47,1729647031.215107,200,FAKE
this_is_awesome:),48,1729647031.2940288,200,FAKE
this_is_awesome:),49,1729647031.3837738,200,FAKE
this_is_awesome:),50,1729647031.466636,200,FAKE
this_is_awesome:),51,1729647031.5598643,200,FAKE
this_is_awesome:),52,1729647031.6522207,200,FAKE
this_is_awesome:),53,1729647031.7842786,200,FAKE
this_is_awesome:),54,1729647031.8714836,200,FAKE
this_is_awesome:),55,1729647031.9506316,200,FAKE
this_is_awesome:),56,1729647032.0426567,200,FAKE
this_is_awesome:),57,1729647032.136572,200,FAKE
this_is_awesome:),58,1729647032.2182689,200,FAKE
this_is_awesome:),59,1729647032.3142686,200,FAKE
this_is_awesome:),60,1729647032.3899746,200,FAKE
this_is_awesome:),61,1729647032.4829557,200,FAKE
this_is_awesome:),62,1729647032.5774868,200,FAKE
this_is_awesome:),63,1729647032.6710372,200,FAKE
this_is_awesome:),64,1729647032.7689137,200,FAKE
this_is_awesome:),65,1729647032.8549922,200,FAKE
this_is_awesome:),66,1729647032.9518516,200,FAKE
this_is_awesome:),67,1729647033.2649329,200,FAKE
this_is_awesome:),68,1729647033.3589535,200,FAKE
this_is_awesome:),69,1729647033.4531567,200,FAKE
this_is_awesome:),70,1729647033.5604565,200,FAKE
this_is_awesome:),71,1729647033.6483195,200,FAKE
this_is_awesome:),72,1729647033.8242025,200,FAKE
this_is_awesome:),73,1729647033.9146025,200,FAKE
this_is_awesome:),74,1729647033.9965618,200,FAKE
this_is_awesome:),75,1729647034.0785658,200,FAKE
this_is_awesome:),76,1729647034.1676755,200,FAKE
this_is_awesome:),77,1729647034.2533824,200,FAKE
this_is_awesome:),78,1729647034.3263183,200,FAKE
this_is_awesome:),79,1729647034.4065328,200,FAKE
this_is_awesome:),80,1729647034.4922843,200,FAKE
this_is_awesome:),81,1729647034.5594208,200,FAKE
this_is_awesome:),82,1729647034.719521,200,FAKE
this_is_awesome:),83,1729647034.7963238,200,FAKE
this_is_awesome:),84,1729647034.9052122,200,FAKE
this_is_awesome:),85,1729647034.9832,200,FAKE
this_is_awesome:),86,1729647035.0747218,200,FAKE
this_is_awesome:),87,1729647035.18145,200,FAKE
this_is_awesome:),88,1729647035.262411,200,FAKE
this_is_awesome:),89,1729647035.355065,200,FAKE
this_is_awesome:),90,1729647035.4591494,200,FAKE
this_is_awesome:),91,1729647035.5634756,200,FAKE
this_is_awesome:),92,1729647035.6835845,200,FAKE
this_is_awesome:),93,1729647035.7775352,200,FAKE
this_is_awesome:),94,1729647035.8754258,200,FAKE
this_is_awesome:),95,1729647035.9564903,200,FAKE
this_is_awesome:),96,1729647036.0589085,200,FAKE
this_is_awesome:),97,1729647036.156485,200,FAKE
this_is_awesome:),98,1729647036.2443676,200,FAKE
this_is_awesome:),99,1729647036.3570228,200,FAKE
Joe%20Biden%20won%20the%20election.,0,1729647046.8569205,200,REAL
Joe%20Biden%20won%20the%20election.,1,1729647046.9490488,200,REAL
Joe%20Biden%20won%20the%20election.,2,1729647047.0422115,200,REAL
Joe%20Biden%20won%20the%20election.,3,1729647047.1264868,200,REAL
Joe%20Biden%20won%20the%20election.,4,1729647047.2316115,200,REAL
Joe%20Biden%20won%20the%20election.,5,1729647047.3404508,200,REAL
Joe%20Biden%20won%20the%20election.,6,1729647047.418414,200,REAL
Joe%20Biden%20won%20the%20election.,7,1729647047.5117917,200,REAL
Joe%20Biden%20won%20the%20election.,8,1729647047.6056185,200,REAL
Joe%20Biden%20won%20the%20election.,9,1729647047.7302415,200,REAL
Joe%20Biden%20won%20the%20election.,10,1729647047.8276958,200,REAL
Joe%20Biden%20won%20the%20election.,11,1729647047.9255464,200,REAL
Joe%20Biden%20won%20the%20election.,12,1729647047.9986844,200,REAL
Joe%20Biden%20won%20the%20election.,13,1729647048.1606836,200,REAL
Joe%20Biden%20won%20the%20election.,14,1729647048.2711215,200,REAL
Joe%20Biden%20won%20the%20election.,15,1729647048.3693666,200,REAL
Joe%20Biden%20won%20the%20election.,16,1729647048.4781976,200,REAL
Joe%20Biden%20won%20the%20election.,17,1729647048.5892875,200,REAL
Joe%20Biden%20won%20the%20election.,18,1729647048.7253618,200,REAL
Joe%20Biden%20won%20the%20election.,19,1729647048.8251882,200,REAL
Joe%20Biden%20won%20the%20election.,20,1729647048.9330542,200,REAL
Joe%20Biden%20won%20the%20election.,21,1729647049.0078056,200,REAL
Joe%20Biden%20won%20the%20election.,22,1729647049.128424,200,REAL
Joe%20Biden%20won%20the%20election.,23,1729647049.2031558,200,REAL
Joe%20Biden%20won%20the%20election.,24,1729647049.3018858,200,REAL
Joe%20Biden%20won%20the%20election.,25,1729647049.4051661,200,REAL
Joe%20Biden%20won%20the%20election.,26,1729647049.4823494,200,REAL
Joe%20Biden%20won%20the%20election.,27,1729647049.574488,200,REAL
Joe%20Biden%20won%20the%20election.,28,1729647049.6725223,200,REAL
Joe%20Biden%20won%20the%20election.,29,1729647049.8567128,200,REAL
Joe%20Biden%20won%20the%20election.,30,1729647049.953205,200,REAL
Joe%20Biden%20won%20the%20election.,31,1729647050.0443845,200,REAL
Joe%20Biden%20won%20the%20election.,32,1729647050.168696,200,REAL
Joe%20Biden%20won%20the%20election.,33,1729647050.2946265,200,REAL
Joe%20Biden%20won%20the%20election.,34,1729647050.403353,200,REAL
Joe%20Biden%20won%20the%20election.,35,1729647050.481123,200,REAL
Joe%20Biden%20won%20the%20election.,36,1729647050.5741522,200,REAL
Joe%20Biden%20won%20the%20election.,37,1729647050.7664495,200,REAL
Joe%20Biden%20won%20the%20election.,38,1729647050.87249,200,REAL
Joe%20Biden%20won%20the%20election.,39,1729647050.9528036,200,REAL
Joe%20Biden%20won%20the%20election.,40,1729647051.042917,200,REAL
Joe%20Biden%20won%20the%20election.,41,1729647051.1214561,200,REAL
Joe%20Biden%20won%20the%20election.,42,1729647051.212292,200,REAL
Joe%20Biden%20won%20the%20election.,43,1729647051.2946734,200,REAL
Joe%20Biden%20won%20the%20election.,44,1729647051.3792644,200,REAL
Joe%20Biden%20won%20the%20election.,45,1729647051.4934645,200,REAL
Joe%20Biden%20won%20the%20election.,46,1729647051.5922315,200,REAL
Joe%20Biden%20won%20the%20election.,47,1729647051.7281857,200,REAL
Joe%20Biden%20won%20the%20election.,48,1729647051.9102445,200,REAL
Joe%20Biden%20won%20the%20election.,49,1729647051.9996939,200,REAL
Joe%20Biden%20won%20the%20election.,50,1729647052.1010041,200,REAL
Joe%20Biden%20won%20the%20election.,51,1729647052.2815402,200,REAL
Joe%20Biden%20won%20the%20election.,52,1729647052.387299,200,REAL
Joe%20Biden%20won%20the%20election.,53,1729647052.493243,200,REAL
Joe%20Biden%20won%20the%20election.,54,1729647052.5997906,200,REAL
Joe%20Biden%20won%20the%20election.,55,1729647052.8200274,200,REAL
Joe%20Biden%20won%20the%20election.,56,1729647052.8948176,200,REAL
Joe%20Biden%20won%20the%20election.,57,1729647053.0018775,200,REAL
Joe%20Biden%20won%20the%20election.,58,1729647053.0795965,200,REAL
Joe%20Biden%20won%20the%20election.,59,1729647053.2315755,200,REAL
Joe%20Biden%20won%20the%20election.,60,1729647053.3136387,200,REAL
Joe%20Biden%20won%20the%20election.,61,1729647053.396963,200,REAL
Joe%20Biden%20won%20the%20election.,62,1729647053.4820788,200,REAL
Joe%20Biden%20won%20the%20election.,63,1729647053.566732,200,REAL
Joe%20Biden%20won%20the%20election.,64,1729647053.6602085,200,REAL
Joe%20Biden%20won%20the%20election.,65,1729647053.7778943,200,REAL
Joe%20Biden%20won%20the%20election.,66,1729647053.8674285,200,REAL
Joe%20Biden%20won%20the%20election.,67,1729647053.946618,200,REAL
Joe%20Biden%20won%20the%20election.,68,1729647054.0169837,200,REAL
Joe%20Biden%20won%20the%20election.,69,1729647054.0873334,200,REAL
Joe%20Biden%20won%20the%20election.,70,1729647054.1768935,200,REAL
Joe%20Biden%20won%20the%20election.,71,1729647054.277094,200,REAL
Joe%20Biden%20won%20the%20election.,72,1729647054.3447788,200,REAL
Joe%20Biden%20won%20the%20election.,73,1729647054.4302418,200,REAL
Joe%20Biden%20won%20the%20election.,74,1729647054.542975,200,REAL
Joe%20Biden%20won%20the%20election.,75,1729647054.6530275,200,REAL
Joe%20Biden%20won%20the%20election.,76,1729647054.7929735,200,REAL
Joe%20Biden%20won%20the%20election.,77,1729647054.8829815,200,REAL
Joe%20Biden%20won%20the%20election.,78,1729647054.9593196,200,REAL
Joe%20Biden%20won%20the%20election.,79,1729647055.052617,200,REAL
Joe%20Biden%20won%20the%20election.,80,1729647055.1281247,200,REAL
Joe%20Biden%20won%20the%20election.,81,1729647055.2138615,200,REAL
Joe%20Biden%20won%20the%20election.,82,1729647055.2975006,200,REAL
Joe%20Biden%20won%20the%20election.,83,1729647055.404397,200,REAL
Joe%20Biden%20won%20the%20election.,84,1729647055.487357,200,REAL
Joe%20Biden%20won%20the%20election.,85,1729647055.5743163,200,REAL
Joe%20Biden%20won%20the%20election.,86,1729647055.6891234,200,REAL
Joe%20Biden%20won%20the%20election.,87,1729647055.7834866,200,REAL
Joe%20Biden%20won%20the%20election.,88,1729647055.863309,200,REAL
Joe%20Biden%20won%20the%20election.,89,1729647055.9369974,200,REAL
Joe%20Biden%20won%20the%20election.,90,1729647056.0460877,200,REAL
Joe%20Biden%20won%20the%20election.,91,1729647056.201058,200,REAL
Joe%20Biden%20won%20the%20election.,92,1729647056.2846065,200,REAL
Joe%20Biden%20won%20the%20election.,93,1729647056.363978,200,REAL
Joe%20Biden%20won%20the%20election.,94,1729647056.4497633,200,REAL
Joe%20Biden%20won%20the%20election.,95,1729647056.5830247,200,REAL
Joe%20Biden%20won%20the%20election.,96,1729647056.704745,200,REAL
Joe%20Biden%20won%20the%20election.,97,1729647056.8551638,200,REAL
Joe%20Biden%20won%20the%20election.,98,1729647056.949452,200,REAL
Joe%20Biden%20won%20the%20election.,99,1729647057.044054,200,REAL
ECE444%20has%20a%20final%20this%20year.,0,1729647067.2622294,200,REAL
ECE444%20has%20a%20final%20this%20year.,1,1729647067.3395882,200,REAL
ECE444%20has%20a%20final%20this%20year.,2,1729647067.448786,200,REAL
ECE444%20has%20a%20final%20this%20year.,3,1729647067.5482974,200,REAL
ECE444%20has%20a%20final%20this%20year.,4,1729647067.6557927,200,REAL
ECE444%20has%20a%20final%20this%20year.,5,1729647067.7774377,200,REAL
ECE444%20has%20a%20final%20this%20year.,6,1729647067.874216,200,REAL
ECE444%20has%20a%20final%20this%20year.,7,1729647067.99173,200,REAL
ECE444%20has%20a%20final%20this%20year.,8,1729647068.08187,200,REAL
ECE444%20has%20a%20final%20this%20year.,9,1729647068.1642742,200,REAL
ECE444%20has%20a%20final%20this%20year.,10,1729647068.2327147,200,REAL
ECE444%20has%20a%20final%20this%20year.,11,1729647068.345151,200,REAL
ECE444%20has%20a%20final%20this%20year.,12,1729647068.4246004,200,REAL
ECE444%20has%20a%20final%20this%20year.,13,1729647068.543521,200,REAL
ECE444%20has%20a%20final%20this%20year.,14,1729647068.6368444,200,REAL
ECE444%20has%20a%20final%20this%20year.,15,1729647068.780094,200,REAL
ECE444%20has%20a%20final%20this%20year.,16,1729647068.873924,200,REAL
ECE444%20has%20a%20final%20this%20year.,17,1729647068.9543383,200,REAL
ECE444%20has%20a%20final%20this%20year.,18,1729647069.0296512,200,REAL
ECE444%20has%20a%20final%20this%20year.,19,1729647069.142241,200,REAL
ECE444%20has%20a%20final%20this%20year.,20,1729647069.2209203,200,REAL
ECE444%20has%20a%20final%20this%20year.,21,1729647069.309104,200,REAL
ECE444%20has%20a%20final%20this%20year.,22,1729647069.402394,200,REAL
ECE444%20has%20a%20final%20this%20year.,23,1729647069.511543,200,REAL
ECE444%20has%20a%20final%20this%20year.,24,1729647069.6120622,200,REAL
ECE444%20has%20a%20final%20this%20year.,25,1729647069.7379856,200,REAL
ECE444%20has%20a%20final%20this%20year.,26,1729647069.82805,200,REAL
ECE444%20has%20a%20final%20this%20year.,27,1729647069.9049308,200,REAL
ECE444%20has%20a%20final%20this%20year.,28,1729647069.9886835,200,REAL
ECE444%20has%20a%20final%20this%20year.,29,1729647070.0897925,200,REAL
ECE444%20has%20a%20final%20this%20year.,30,1729647070.2180936,200,REAL
ECE444%20has%20a%20final%20this%20year.,31,1729647070.3255947,200,REAL
ECE444%20has%20a%20final%20this%20year.,32,1729647070.418243,200,REAL
ECE444%20has%20a%20final%20this%20year.,33,1729647070.5138628,200,REAL
ECE444%20has%20a%20final%20this%20year.,34,1729647070.6242654,200,REAL
ECE444%20has%20a%20final%20this%20year.,35,1729647070.7311556,200,REAL
ECE444%20has%20a%20final%20this%20year.,36,1729647070.8090813,200,REAL
ECE444%20has%20a%20final%20this%20year.,37,1729647070.9138284,200,REAL
ECE444%20has%20a%20final%20this%20year.,38,1729647071.0196424,200,REAL
ECE444%20has%20a%20final%20this%20year.,39,1729647071.10662,200,REAL
ECE444%20has%20a%20final%20this%20year.,40,1729647071.2200882,200,REAL
ECE444%20has%20a%20final%20this%20year.,41,1729647071.2986834,200,REAL
ECE444%20has%20a%20final%20this%20year.,42,1729647071.4101744,200,REAL
ECE444%20has%20a%20final%20this%20year.,43,1729647071.4919796,200,REAL
ECE444%20has%20a%20final%20this%20year.,44,1729647071.7148683,200,REAL
ECE444%20has%20a%20final%20this%20year.,45,1729647071.877634,200,REAL
ECE444%20has%20a%20final%20this%20year.,46,1729647071.9875717,200,REAL
ECE444%20has%20a%20final%20this%20year.,47,1729647072.083044,200,REAL
ECE444%20has%20a%20final%20this%20year.,48,1729647072.2130291,200,REAL
ECE444%20has%20a%20final%20this%20year.,49,1729647072.2937996,200,REAL
ECE444%20has%20a%20final%20this%20year.,50,1729647072.4023452,200,REAL
ECE444%20has%20a%20final%20this%20year.,51,1729647072.4968174,200,REAL
ECE444%20has%20a%20final%20this%20year.,52,1729647072.5874944,200,REAL
ECE444%20has%20a%20final%20this%20year.,53,1729647072.6993494,200,REAL
ECE444%20has%20a%20final%20this%20year.,54,1729647072.7930791,200,REAL
ECE444%20has%20a%20final%20this%20year.,55,1729647072.8868394,200,REAL
ECE444%20has%20a%20final%20this%20year.,56,1729647072.9899712,200,REAL
ECE444%20has%20a%20final%20this%20year.,57,1729647073.0938253,200,REAL
ECE444%20has%20a%20final%20this%20year.,58,1729647073.232383,200,REAL
ECE444%20has%20a%20final%20this%20year.,59,1729647073.3272939,200,REAL
ECE444%20has%20a%20final%20this%20year.,60,1729647073.4330654,200,REAL
ECE444%20has%20a%20final%20this%20year.,61,1729647073.5275812,200,REAL
ECE444%20has%20a%20final%20this%20year.,62,1729647073.6115894,200,REAL
ECE444%20has%20a%20final%20this%20year.,63,1729647073.7160344,200,REAL
ECE444%20has%20a%20final%20this%20year.,64,1729647073.8674178,200,REAL
ECE444%20has%20a%20final%20this%20year.,65,1729647073.9705606,200,REAL
ECE444%20has%20a%20final%20this%20year.,66,1729647074.0612252,200,REAL
ECE444%20has%20a%20final%20this%20year.,67,1729647074.1571956,200,REAL
ECE444%20has%20a%20final%20this%20year.,68,1729647074.2311158,200,REAL
ECE444%20has%20a%20final%20this%20year.,69,1729647074.3077645,200,REAL
ECE444%20has%20a%20final%20this%20year.,70,1729647074.4171684,200,REAL
ECE444%20has%20a%20final%20this%20year.,71,1729647074.5098438,200,REAL
ECE444%20has%20a%20final%20this%20year.,72,1729647074.5908656,200,REAL
ECE444%20has%20a%20final%20this%20year.,73,1729647074.7193654,200,REAL
ECE444%20has%20a%20final%20this%20year.,74,1729647074.9981017,200,REAL
ECE444%20has%20a%20final%20this%20year.,75,1729647075.0903068,200,REAL
ECE444%20has%20a%20final%20this%20year.,76,1729647075.1695704,200,REAL
ECE444%20has%20a%20final%20this%20year.,77,1729647075.276474,200,REAL
ECE444%20has%20a%20final%20this%20year.,78,1729647075.3764732,200,REAL
ECE444%20has%20a%20final%20this%20year.,79,1729647075.4679246,200,REAL
ECE444%20has%20a%20final%20this%20year.,80,1729647075.5501282,200,REAL
ECE444%20has%20a%20final%20this%20year.,81,1729647075.6309326,200,REAL
ECE444%20has%20a%20final%20this%20year.,82,1729647075.763252,200,REAL
ECE444%20has%20a%20final%20this%20year.,83,1729647075.8866963,200,REAL
ECE444%20has%20a%20final%20this%20year.,84,1729647075.9645443,200,REAL
ECE444%20has%20a%20final%20this%20year.,85,1729647076.05518,200,REAL
ECE444%20has%20a%20final%20this%20year.,86,1729647076.137515,200,REAL
ECE444%20has%20a%20final%20this%20year.,87,1729647076.2472768,200,REAL
ECE444%20has%20a%20final%20this%20year.,88,1729647076.342656,200,REAL
ECE444%20has%20a%20final%20this%20year.,89,1729647076.444827,200,REAL
ECE444%20has%20a%20final%20this%20year.,90,1729647076.5318596,200,REAL
ECE444%20has%20a%20final%20this%20year.,91,1729647076.619993,200,REAL
ECE444%20has%20a%20final%20this%20year.,92,1729647076.7629404,200,REAL
ECE444%20has%20a%20final%20this%20year.,93,1729647076.8572023,200,REAL
ECE444%20has%20a%20final%20this%20year.,94,1729647076.9490237,200,REAL
ECE444%20has%20a%20final%20this%20year.,95,1729647077.0589879,200,REAL
ECE444%20has%20a%20final%20this%20year.,96,1729647077.2428167,200,REAL
ECE444%20has%20a%20final%20this%20year.,97,1729647077.3382165,200,REAL
ECE444%20has%20a%20final%20this%20year.,98,1729647077.417934,200,REAL
ECE444%20has%20a%20final%20this%20year.,99,1729647077.5467699,200,REAL
